Player names,Passing Yards,Rating,TD,"Completions		",Int,Sack,1st Down,Lng
Patrick Mahomes,5250,105.2,41,435,12,26,272,67
Justin herbert,4739,93.2,25,477,10,38,228,55
Tom Brady,4694,90.7,25,490,9,22,237,63
Kirk Cousins,4547,92.5,29,424,14,46,230,66
Joe Burrow,4475,100.8,35,414,12,41,219,60
Jared Goff,4438,99.3,29,382,7,23,227,81
Josh Allen,4283,96.6,35,359,14,33,212,98
Geno Smith,4282,100.9,30,399,11,46,206,54
Trevor Lawrence,4113,95.2,25,387,8,27,206,59
Jalen Hurts ,3701,101.6,22,306,6,38,165,68
Aaron Rodgers,3695,91.1,26,350,12,32,177,58
Tua Tagovailoa,3548,105.5,25,259,8,21,162,84
Russell Wilson ,3524,84.4,16,292,11,55,142,67
Derek Carr,3522,86.3,24,305,14,27,161,60
Daniel Jones,3205,92.5,15,317,5,44,156,65
Davis Mills,3118,78.8,17,292,15,31,135,58
Matt Ryan,3057,83.9,14,209,13,38,156,45
Mac Jones,2997,84.8,14,288,11,34,127,48
Andy Dalton,2871,95.2,18,252,9,25,135,64
Dak Prescott,2860,91.1,23,261,15,20,142,68
Jacoby Brissett,2608,88.9,12,236,6,24,129,55
Ryan Tannehill,2536,94.6,13,212,6,33,116,69
Jimmy Garoppolo,2437,103,16,207,4,18,114,57
Kenny Pickett,2404,76.7,7,245,9,27,123,57
Kyler Murray,2368,87.2,14,259,7,25,119,38
